Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
83527,63340,CrossOpenBasicOnly,11,failure,insight,incorrect,CROSS_OUT,,
63340,63340,CrossOpenBasicOnly,12,failure,insight,incorrect,CROSS_OUT,,
63340,77891,CrossOpenBasicOnly,13,failure,insight,correct,TRANS_ABC_FALSE,,
77891,96360,CrossOpenBasicOnly,14,failure,insight,incorrect,OPENING,,
96360,39841,CrossOpenBasicOnly,15,failure,insight,incorrect,CROSS_OUT,,
39841,77891,CrossOpenBasicOnly,16,failure,insight,correct,TRANS_ABC_FALSE,,
77891,10992,CrossOpenBasicOnly,17,failure,unknown-incorrect,incorrect,,,
10992,96360,CrossOpenBasicOnly,18,failure,insight,incorrect,OPENING,,
96360,96360,CrossOpenBasicOnly,19,failure,insight,incorrect,OPENING,,
96360,39841,CrossOpenBasicOnly,20,failure,insight,correct,CROSS_OUT,,
39841,77891,CrossOpenBasicOnly,21,failure,insight,correct,TRANS_ABC_FALSE,,
77891,96360,CrossOpenBasicOnly,22,failure,insight,incorrect,OPENING,,
96360,96360,CrossOpenBasicOnly,23,failure,insight,incorrect,OPENING,,
96360,39841,CrossOpenBasicOnly,24,failure,insight,incorrect,CROSS_OUT,,
39841,10992,CrossOpenBasicOnly,25,failure,unknown-correct,correct,,,
10992,39841,CrossOpenBasicOnly,26,failure,insight,correct,CROSS_OUT,,
39841,96360,CrossOpenBasicOnly,27,failure,insight,correct,OPENING,,
96360,39841,CrossOpenBasicOnly,28,failure,insight,correct,CROSS_OUT,,
39841,96360,CrossOpenBasicOnly,29,failure,insight,correct,OPENING,,
96360,39841,CrossOpenBasicOnly,30,failure,insight,correct,CROSS_OUT,,
39841,31722,CrossOpenBasicOnly,31,failure,,,,,
32004,16291,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
16291,67405,CrossOpenBasicOnly,1,failure,insight,correct,APPLY_BEFORE_ONE_SPOT,,
67405,43185,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
43185,43185,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
43185,43185,CrossOpenBasicOnly,4,failure,insight,correct,CROSS_OUT,,
43185,32185,CrossOpenBasicOnly,5,failure,insight,correct,APPLY_IS,,
32185,32848,CrossOpenBasicOnly,6,failure,insight,correct,APPLY_IS,,
32848,97174,CrossOpenBasicOnly,7,failure,insight,correct,APPLY_BEFORE_ONE_SPOT,,
97174,64035,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
64035,64035,CrossOpenBasicOnly,9,failure,insight,correct,CROSS_OUT,,
64035,64035,CrossOpenBasicOnly,10,failure,insight,correct,CROSS_OUT,,
64035,64035,CrossOpenBasicOnly,11,failure,insight,correct,CROSS_OUT,,
64035,64035,CrossOpenBasicOnly,12,failure,insight,correct,CROSS_OUT,,
64035,64035,CrossOpenBasicOnly,13,failure,insight,correct,CROSS_OUT,,
64035,64035,CrossOpenBasicOnly,14,failure,insight,correct,CROSS_OUT,,
64035,33404,CrossOpenBasicOnly,15,failure,insight,correct,TRANS_ABC_FALSE,,
33404,27220,CrossOpenBasicOnly,16,failure,unknown-incorrect,incorrect,,,
27220,82207,CrossOpenBasicOnly,17,failure,insight,incorrect,OPENING,,
82207,53595,CrossOpenBasicOnly,18,failure,insight,incorrect,CROSS_OUT,,
53595,56329,CrossOpenBasicOnly,19,failure,insight,correct,TRANS_SETS,,
56329,34258,CrossOpenBasicOnly,20,failure,insight,correct,OPENING,,
34258,34258,CrossOpenBasicOnly,21,failure,insight,incorrect,OPENING,,
34258,65585,CrossOpenBasicOnly,22,failure,insight,correct,CROSS_OUT,,
65585,21746,CrossOpenBasicOnly,23,failure,unknown-incorrect,incorrect,,,
21746,34258,CrossOpenBasicOnly,24,failure,insight,incorrect,OPENING,,
34258,65585,CrossOpenBasicOnly,25,failure,insight,incorrect,CROSS_OUT,,
65585,34258,CrossOpenBasicOnly,26,failure,insight,incorrect,OPENING,,
34258,21746,CrossOpenBasicOnly,27,failure,unknown-incorrect,incorrect,,,
21746,34258,CrossOpenBasicOnly,28,failure,insight,incorrect,OPENING,,
34258,65585,CrossOpenBasicOnly,29,failure,insight,incorrect,CROSS_OUT,,
65585,34258,CrossOpenBasicOnly,30,failure,insight,incorrect,OPENING,,
34258,97027,CrossOpenBasicOnly,31,failure,,,,,
27455,77122,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
77122,38112,CrossOpenBasicOnly,1,failure,insight,correct,CROSS_OUT,,
38112,38112,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
38112,32849,CrossOpenBasicOnly,3,failure,insight,correct,APPLY_BEFORE_N_SPOTS,,
32849,97665,CrossOpenBasicOnly,4,failure,insight,correct,CROSS_OUT,,
97665,97665,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
97665,73999,CrossOpenBasicOnly,6,failure,insight,correct,OPENING,,
73999,97665,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
97665,45205,CrossOpenBasicOnly,8,failure,insight,correct,OPENING,,
45205,97665,CrossOpenBasicOnly,9,failure,insight,correct,CROSS_OUT,,
97665,53386,CrossOpenBasicOnly,10,failure,,,,,
82891,69690,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
69690,19970,CrossOpenBasicOnly,1,failure,insight,correct,APPLY_BEFORE_N_SPOTS,,
19970,14316,CrossOpenBasicOnly,2,failure,insight,correct,APPLY_OR,,
14316,18642,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
18642,18642,CrossOpenBasicOnly,4,failure,insight,correct,CROSS_OUT,,
18642,18642,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
18642,97260,CrossOpenBasicOnly,6,failure,insight,correct,OPENING,,
97260,18642,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
18642,97260,CrossOpenBasicOnly,8,failure,insight,correct,OPENING,,
97260,18642,CrossOpenBasicOnly,9,failure,insight,correct,CROSS_OUT,,
18642,66999,CrossOpenBasicOnly,10,failure,,,,,
15295,86172,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
86172,30550,CrossOpenBasicOnly,1,failure,insight,correct,CROSS_OUT,,
30550,87347,CrossOpenBasicOnly,2,failure,insight,correct,APPLY_OR,,
87347,22025,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
22025,99274,CrossOpenBasicOnly,4,failure,insight,correct,OPENING,,
99274,22025,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
22025,22025,CrossOpenBasicOnly,6,failure,insight,correct,CROSS_OUT,,
22025,74144,CrossOpenBasicOnly,7,failure,insight,correct,OPENING,,
74144,22025,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
